Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1351.2063"	"Enterococcus faecalis strain J190"		1351	"WGS"	"J190"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169693"	"GCA_007035385.1"		"BJTO00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"72x"	"Platanus v. 1.2.4"			17	2874611	37.49002	2791	2721		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.8				"Good"	"2019-09-30T19:58:16.893Z"	"2019-09-30T19:58:16.893Z"
"1351.2064"	"Enterococcus faecalis strain J207"		1351	"WGS"	"J207"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169694"	"GCA_007035485.1"		"BJTP00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"86x"	"Platanus v. 1.2.4"			18	2873047	37.487892	2783	2719		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.8				"Good"	"2019-09-30T19:58:14.551Z"	"2019-09-30T19:58:14.551Z"
"1351.2065"	"Enterococcus faecalis strain J209"		1351	"WGS"	"J209"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169695"	"GCA_007035545.1"		"BJTQ00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"73x"	"Platanus v. 1.2.4"			19	2872883	37.49	2781	2715		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.8				"Good"	"2019-09-30T19:58:19.540Z"	"2019-09-30T19:58:19.540Z"
"1351.2066"	"Enterococcus faecalis strain J245"		1351	"WGS"	"J245"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169696"	"GCA_007035705.1"		"BJTR00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"77x"	"Platanus v. 1.2.4"			27	2873489	37.491856	2784	2717		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.7				"Good"	"2019-09-30T19:59:23.525Z"	"2019-09-30T19:59:23.525Z"
"1351.2067"	"Enterococcus faecalis strain J249"		1351	"WGS"	"J249"				"MLST.Enterococcus_faecalis.268"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169697"	"GCA_007035845.1"		"BJTS00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"72x"	"Platanus v. 1.2.4"			33	2928825	37.505123	2878	2793		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.8	99				"Good"	"2019-09-30T19:59:31.173Z"	"2019-09-30T19:59:31.173Z"
"1351.2068"	"Enterococcus faecalis strain J302"		1351	"WGS"	"J302"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169698"	"GCA_007035945.1"		"BJTT00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"71x"	"Platanus v. 1.2.4"			25	2873406	37.496346	2784	2716		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.8				"Good"	"2019-09-30T19:59:33.788Z"	"2019-09-30T19:59:33.788Z"
"1351.2069"	"Enterococcus faecalis strain J303"		1351	"WGS"	"J303"				"MLST.Enterococcus_faecalis.16"				"2019-07-09T00:00:00Z"		"PRJDB8215"	"SAMD00169699"	"GCA_007036085.1"		"BJTU00000000"		"Institute for Advanced Biosciences, Keio University"		"Illumina HiSeq 2500"	"68x"	"Platanus v. 1.2.4"			27	2874408	37.501656	2792	2718		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"About 40 trillion bacteria inhabit the human body, and the majority of them are in the gastrointestinal tract. Previous studies have shown the relationship between the human gut microbiota and various diseases, and some bacteria, which is called probiotics, are considered to be beneficial for human health. One of the well-recognized probiotic bacteria is Bifidobacterium genus. Species belonging to the genus are gram-positive, rod-shaped and anaerobic bacteria. They colonize food, such as yogurt, and various parts of the human body including gut, vagina, oral cavity, and breast milk. In this study, we report the draft genome sequence of Bifidobacterium species isolated from 16 healthy Japanese, which are in part sampled at 10-year intervals"		99.9	98.8				"Good"	"2019-09-30T20:01:08.481Z"	"2019-09-30T20:01:08.481Z"
"1365960.3"	"Bifidobacterium breve MCC 0121"		1365960	"WGS"	"MCC 0121"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215976"	"SAMN03978796"	"GCF_001264045.1"		"AVQA00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"55.0x"	"CLC De Novo Assembly v. 6.0"			27	2436344	58.92	2205	2079		"infant feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.8	99.5	100	0.3		"Good"	"2016-01-17T17:01:47.681Z"	"2016-01-17T17:01:47.681Z"
"1365961.3"	"Bifidobacterium breve MCC 0305"		1365961	"WGS"	"MCC 0305"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215975"	"SAMN03978801"	"GCF_001264035.1"		"AWFR00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"165.0x"	"CLC De Novo Assembly v. 6.0"			22	2286838	58.85	2042	1927		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.9	99.7	100			"Good"	"2016-01-17T17:01:47.306Z"	"2016-01-17T17:01:47.306Z"
"1365962.3"	"Bifidobacterium breve MCC 0476"		1365962	"WGS"	"MCC 0476"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215979"	"SAMN03978797"	"GCF_001263845.1"		"AVQB00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"129.0x"	"CLC De Novo Assembly v. 6.0"			15	2233807	58.65	1973	1851		"feces from an adult"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.8	99.6	100			"Good"	"2016-01-17T17:01:43.613Z"	"2016-01-17T17:01:43.613Z"
"1365963.3"	"Bifidobacterium breve MCC 1094"		1365963	"WGS"	"MCC 1094"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215978"	"SAMN03978802"	"GCF_001264095.1"		"AWFS00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"42.0x"	"CLC De Novo Assembly v. 6.0"			23	2327206	58.95	2074	1944		"feces from an infant"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.9	99.6	100			"Good"	"2016-01-17T17:01:48.390Z"	"2016-01-17T17:01:48.390Z"
"1365964.3"	"Bifidobacterium breve MCC 1114"		1365964	"WGS"	"MCC 1114"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215977"	"SAMN03978798"	"GCF_001263855.1"		"AVQC00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"102.0x"	"CLC De Novo Assembly v. 6.0"			33	2487280	58.95	2282	2136		"infant feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.9	99.6	100			"Good"	"2016-01-17T17:01:44.021Z"	"2016-01-17T17:01:44.021Z"
"1365965.3"	"Bifidobacterium breve MCC 1128"		1365965	"WGS"	"MCC 1128"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215982"	"SAMN03978799"	"GCF_001263915.1"		"AVQD00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"133.0x"	"CLC De Novo Assembly v. 6.0"			25	2480222	58.91	2280	2143		"infant feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.9	99.8	100			"Good"	"2016-01-17T17:01:44.659Z"	"2016-01-17T17:01:44.659Z"
"1365966.3"	"Bifidobacterium breve MCC 1340"		1365966	"WGS"	"MCC 1340"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215981"	"SAMN03978803"	"GCF_001264105.1"		"AWFT00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"250.0x"	"CLC De Novo Assembly v. 6.0"			23	2373106	58.59	2103	1986		"feces from an infant"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.8	99.6	100			"Good"	"2016-01-17T17:01:48.771Z"	"2016-01-17T17:01:48.771Z"
"1365967.3"	"Bifidobacterium breve MCC 1454"		1365967	"WGS"	"MCC 1454"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215980"	"SAMN03978804"	"GCF_001264135.1"		"AWFU00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"198.0x"	"CLC De Novo Assembly v. 6.0"			14	2457448	58.53	2238	2111		"feces from an infant"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.6	99.3	100			"Good"	"2016-01-17T17:01:49.150Z"	"2016-01-17T17:01:49.150Z"
"1365968.3"	"Bifidobacterium breve MCC 1604"		1365968	"WGS"	"MCC 1604"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215984"	"SAMN03978800"	"GCF_001264155.1"		"AVQE00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"136.0x"	"CLC De Novo Assembly v. 6.0"			15	2206390	58.7	1932	1830		"feces from an elderly person"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.9	99.8	100			"Good"	"2016-01-17T17:01:49.530Z"	"2016-01-17T17:01:49.530Z"
"1365969.3"	"Bifidobacterium breve MCC 1605"		1365969	"WGS"	"MCC 1605"								"2015-08-11T00:00:00Z"	"26236711"	"PRJNA215983"	"SAMN03978805"	"GCF_001263935.1"		"AWFV00000000"		"Food Science and Technology Institute, Morinaga Milk Industry Co., Ltd"		"Illumina MiSeq"	"210.0x"	"CLC De Novo Assembly v. 6.0"			37	2324012	58.98	2102	1976		"feces"			"Japan"	"Japan"						"Human, Homo sapiens"																			"Members of the genus Bifidobacterium are among the most common organisms in the mammalian intestinal tract. We analyzed whole-genome sequences and compared the genome structures of some bifidobacteria aiming to know the genetic features of human-resident bifidobacteria and non-human-resident bifidobacteria."		99.7	99.5	100			"Good"	"2016-01-17T17:01:45.073Z"	"2016-01-17T17:01:45.073Z"
